hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2001,7,179.48,178.37,4200000,4410,2,1,1,no,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2001,8,180.17,178.96,4200000,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2001,9,179.87,179.06,4200000,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2001,10,180.32,179.81,4200000,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2001,11,181.3,181.32,4200000,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2001,12,181.13,181.61,4200000,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,1,181.64,182.42,4200000,7000,3,1,1,yes,no,no,no,no,3,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,2,182.72,183.61,4200000,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,3,183.99,183.99,4200000,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,4,185.35,184.78,4200000,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,5,186.14,185.19,4200000,4500,3,1,1,yes,no,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,6,187.35,185.85,4193000,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,7,187.95,186.65,4193000,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,8,189.68,188.3,4165000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,9,189.29,188.32,4165000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,10,190.54,189.95,4165000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,11,190.54,190.58,4130000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2002,12,191.53,192.05,4130000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,1,191.62,192.55,4123000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,2,192.43,193.48,4098500,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,3,194.08,194.2,4095000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,4,195.85,195.26,4095000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,5,197.06,196.02,4095000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,6,198.44,196.77,4060000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,7,200.06,198.54,4060000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,8,200.85,199.2,4060000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,9,202.48,201.35,4060000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,10,203.01,202.32,4060000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,11,203.39,203.46,4025000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2003,12,204.93,205.55,4025000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,1,206.64,207.86,4025000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,2,207.42,208.69,4007500,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,3,210.4,210.61,4007500,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,4,214.53,213.83,3990000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,5,216.45,215.16,3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,6,220.66,218.62,3990000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,7,222.9,221.01,3990000,3960,3,1,2,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,8,224.36,222.32,3990000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,9,227.71,226.33,3920000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,10,227.98,227.2,3920000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,11,230.22,230.38,3920000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2004,12,231.59,232.48,3920000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,1,233.27,235,3920000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,2,238.76,240.26,3920000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,3,242.16,242.44,3920000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,4,247.87,247.05,3885000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,5,252.27,250.57,3885000,3180,4,2,2,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,6,256.25,253.59,3850000,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,7,259.51,257.13,3850000,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,8,263.9,261.33,3850000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,9,266.65,265.02,3850000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,10,268.96,268.17,3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,11,270.56,270.91,3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2005,12,271.96,273.28,3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,1,273.22,275.62,3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,2,276.68,278.3,3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,3,279.71,280.15,3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,4,281.09,280.07,3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,5,284.96,282.7,3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,6,286.2,282.81,3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,7,285.99,283.01,3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,8,287.13,284.12,3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,9,286,284.28,3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,10,288.54,287.78,3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,11,288.5,288.92,3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2006,12,287.68,289.45,3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,1,286.87,289.61,3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,2,287.44,288.82,3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,3,290.13,290.93,3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,4,292.22,291.18,3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,5,291.91,289.23,3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,6,293.48,289.74,3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,7,291.95,288.65,3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,8,289.76,286.53,3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,9,285.92,284.24,3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,10,281.43,280.62,3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,11,278.47,278.9,3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2007,12,273.78,275.7,3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,1,270.3,272.82,3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,2,272.44,273.67,3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,3,269.72,271.02,3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,4,266.36,265.48,3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,5,265.32,262.64,3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,6,262.61,259.06,3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,7,258.14,254.82,3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,8,254.79,251.82,3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,9,250.24,248.62,3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,10,243.28,242.46,3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,11,236.81,237.12,3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2008,12,236.38,238.2,3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,1,236.79,238.98,3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,2,236.26,237.44,3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,3,229.4,230.91,3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,4,230.58,229.89,3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,5,230.26,227.71,3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,6,229.62,226.16,3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,7,228.87,225.45,3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,8,226.7,223.82,3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,9,224.22,222.41,3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,10,224.14,223.14,3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,11,223.19,223.36,3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2009,12,218.6,220.24,3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,1,219.42,221.26,3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,2,217.71,218.94,3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,3,216.56,218.24,3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,4,219.58,218.89,3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,5,218.77,216.1,3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,6,216.32,212.63,3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,7,215.54,211.77,3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,8,213.91,211.04,3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,9,210.07,208.13,3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,10,210.41,209.37,3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,11,204.8,204.97,3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2010,12,203.39,205.1,3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,1,203.09,204.82,3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,2,197.63,198.99,3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,3,196.36,198.04,3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,4,196.56,195.88,3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,5,198.74,196.14,3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,6,199.76,195.99,3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,7,200.24,196.52,3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,8,199.42,196.65,3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,9,201.08,199.14,3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,10,198.39,197.35,3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,11,198.42,198.61,3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2011,12,199.57,201.25,3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,1,197.54,199.16,3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,2,200.2,201.7,3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,3,203.74,205.42,3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,4,208.16,207.32,3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,5,213.14,210.25,3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,6,218.27,213.9,3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,7,219.95,215.76,3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,8,219.65,216.61,3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,9,220.67,218.58,3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,10,220.67,219.69,3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,11,222.49,222.85,3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2012,12,222.38,224.33,3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,1,224.15,226.08,3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,2,226.17,227.82,3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,3,230.82,232.23,3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,4,235.79,234.63,3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,5,239.71,236.35,3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,6,242.99,237.93,3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,7,244.41,239.88,3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,8,244.63,241.31,3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,9,245.11,242.97,3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,10,247.75,246.84,3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,11,244.17,244.67,3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2013,12,244.03,246.07,3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,1,246.65,248.77,3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,2,249.41,250.93,3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,3,249.01,249.86,3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,4,252.89,251.34,3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,5,255.35,251.64,3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,6,258.55,253.3,3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,7,257.4,252.86,3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,8,259.39,256.03,3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,9,258.6,256.7,3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,10,258.97,258.26,3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,11,259.17,259.58,3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2014,12,260.93,263.06,3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2015,1,262.37,264.48,3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2015,2,265.69,266.83,3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2015,3,266.28,266.35,3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2015,4,269.82,267.8,3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2015,5,274.03,269.94,3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,2015,6,276.34,270.97,3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
